,member_name,member_id,member_party,member_json
98,Mr Tobias Ellwood,1487,Conservative,"{'value': {'id': 1487, 'nameListAs': 'Ellwood, Mr Tobias', 'nameDisplayAs': 'Mr Tobias Ellwood', 'nameFullTitle': 'Rt Hon Tobias Ellwood MP', 'nameAddressAs': 'Mr Ellwood', 'latestParty': {'id': 4, 'name': 'Conservative', 'abbreviation': 'Con', 'backgroundColour': '0000ff', 'foregroundColour': 'ffffff', 'isLordsMainParty': True, 'isLordsSpiritualParty': True, 'governmentType': 0, 'isIndependentParty': False}, 'gender': 'M', 'latestHouseMembership': {'membershipFrom': 'Bournemouth East', 'membershipFromId': 3350, 'house': 1, 'membershipStartDate': '2005-05-05T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/1487/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/1487', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/1487', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/1487/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/1487/Contact', 'method': 'GET'}]}"
99,Dawn Butler,1489,Labour,"{'value': {'id': 1489, 'nameListAs': 'Butler, Dawn', 'nameDisplayAs': 'Dawn Butler', 'nameFullTitle': 'Dawn Butler MP', 'nameAddressAs': 'Dawn Butler', 'latestParty': {'id': 15, 'name': 'Labour', 'abbreviation': 'Lab', 'backgroundColour': 'ff0000', 'foregroundColour': 'ffffff', 'isLordsMainParty': True, 'isLordsSpiritualParty': False, 'governmentType': 3, 'isIndependentParty': False}, 'gender': 'F', 'latestHouseMembership': {'membershipFrom': 'Brent Central', 'membershipFromId': 3358, 'house': 1, 'membershipStartDate': '2015-05-07T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/1489/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/1489', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/1489', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/1489/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/1489/Contact', 'method': 'GET'}]}"
100,Kerry McCarthy,1491,Labour,"{'value': {'id': 1491, 'nameListAs': 'McCarthy, Kerry', 'nameDisplayAs': 'Kerry McCarthy', 'nameFullTitle': 'Kerry McCarthy MP', 'nameAddressAs': 'Kerry McCarthy', 'latestParty': {'id': 15, 'name': 'Labour', 'abbreviation': 'Lab', 'backgroundColour': 'ff0000', 'foregroundColour': 'ffffff', 'isLordsMainParty': True, 'isLordsSpiritualParty': False, 'governmentType': 3, 'isIndependentParty': False}, 'gender': 'F', 'latestHouseMembership': {'membershipFrom': 'Bristol East', 'membershipFromId': 3367, 'house': 1, 'membershipStartDate': '2005-05-05T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/1491/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/1491', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/1491', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/1491/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/1491/Contact', 'method': 'GET'}]}"
101,Sir Charles Walker,1493,Conservative,"{'value': {'id': 1493, 'nameListAs': 'Walker, Sir Charles', 'nameDisplayAs': 'Sir Charles Walker', 'nameFullTitle': 'Sir Charles Walker MP', 'nameAddressAs': 'Sir Charles Walker', 'latestParty': {'id': 4, 'name': 'Conservative', 'abbreviation': 'Con', 'backgroundColour': '0000ff', 'foregroundColour': 'ffffff', 'isLordsMainParty': True, 'isLordsSpiritualParty': True, 'governmentType': 0, 'isIndependentParty': False}, 'gender': 'M', 'latestHouseMembership': {'membershipFrom': 'Broxbourne', 'membershipFromId': 3374, 'house': 1, 'membershipStartDate': '2005-05-05T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/1493/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/1493', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/1493', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/1493/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/1493/Contact', 'method': 'GET'}]}"
102,Shailesh Vara,1496,Conservative,"{'value': {'id': 1496, 'nameListAs': 'Vara, Shailesh', 'nameDisplayAs': 'Shailesh Vara', 'nameFullTitle': 'Rt Hon Shailesh Vara MP', 'nameAddressAs': 'Shailesh Vara', 'latestParty': {'id': 4, 'name': 'Conservative', 'abbreviation': 'Con', 'backgroundColour': '0000ff', 'foregroundColour': 'ffffff', 'isLordsMainParty': True, 'isLordsSpiritualParty': True, 'governmentType': 0, 'isIndependentParty': False}, 'gender': 'M', 'latestHouseMembership': {'membershipFrom': 'North West Cambridgeshire', 'membershipFromId': 3654, 'house': 1, 'membershipStartDate': '2005-05-05T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/1496/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/1496', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/1496', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/1496/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/1496/Contact', 'method': 'GET'}]}"
103,Theresa Villiers,1500,Conservative,"{'value': {'id': 1500, 'nameListAs': 'Villiers, Theresa', 'nameDisplayAs': 'Theresa Villiers', 'nameFullTitle': 'Rt Hon Theresa Villiers MP', 'nameAddressAs': None, 'latestParty': {'id': 4, 'name': 'Conservative', 'abbreviation': 'Con', 'backgroundColour': '0000ff', 'foregroundColour': 'ffffff', 'isLordsMainParty': True, 'isLordsSpiritualParty': True, 'governmentType': 0, 'isIndependentParty': False}, 'gender': 'F', 'latestHouseMembership': {'membershipFrom': 'Chipping Barnet', 'membershipFromId': 3412, 'house': 1, 'membershipStartDate': '2005-05-05T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2021-09-11T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/1500/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/1500', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/1500', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/1500/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/1500/Contact', 'method': 'GET'}]}"
104,Mr David Jones,1502,Conservative,"{'value': {'id': 1502, 'nameListAs': 'Jones, Mr David', 'nameDisplayAs': 'Mr David Jones', 'nameFullTitle': 'Rt Hon David Jones MP', 'nameAddressAs': 'Mr Jones', 'latestParty': {'id': 4, 'name': 'Conservative', 'abbreviation': 'Con', 'backgroundColour': '0000ff', 'foregroundColour': 'ffffff', 'isLordsMainParty': True, 'isLordsSpiritualParty': True, 'governmentType': 0, 'isIndependentParty': False}, 'gender': 'M', 'latestHouseMembership': {'membershipFrom': 'Clwyd West', 'membershipFromId': 3421, 'house': 1, 'membershipStartDate': '2005-05-05T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/1502/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/1502', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/1502', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/1502/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/1502/Contact', 'method': 'GET'}]}"
105,Andrew Gwynne,1506,Labour,"{'value': {'id': 1506, 'nameListAs': 'Gwynne, Andrew', 'nameDisplayAs': 'Andrew Gwynne', 'nameFullTitle': 'Andrew Gwynne MP', 'nameAddressAs': 'Andrew Gwynne', 'latestParty': {'id': 15, 'name': 'Labour', 'abbreviation': 'Lab', 'backgroundColour': 'ff0000', 'foregroundColour': 'ffffff', 'isLordsMainParty': True, 'isLordsSpiritualParty': False, 'governmentType': 3, 'isIndependentParty': False}, 'gender': 'M', 'latestHouseMembership': {'membershipFrom': 'Denton and Reddish', 'membershipFromId': 3441, 'house': 1, 'membershipStartDate': '2005-05-05T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/1506/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/1506', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/1506', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/1506/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/1506/Contact', 'method': 'GET'}]}"
106,Sir Geoffrey Cox,1508,Conservative,"{'value': {'id': 1508, 'nameListAs': 'Cox, Sir Geoffrey', 'nameDisplayAs': 'Sir Geoffrey Cox', 'nameFullTitle': 'Rt Hon Sir Geoffrey Cox KC MP', 'nameAddressAs': 'Sir Geoffrey', 'latestParty': {'id': 4, 'name': 'Conservative', 'abbreviation': 'Con', 'backgroundColour': '0000ff', 'foregroundColour': 'ffffff', 'isLordsMainParty': True, 'isLordsSpiritualParty': True, 'governmentType': 0, 'isIndependentParty': False}, 'gender': 'M', 'latestHouseMembership': {'membershipFrom': 'Torridge and West Devon', 'membershipFromId': 3809, 'house': 1, 'membershipStartDate': '2005-05-05T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/1508/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/1508', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/1508', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/1508/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/1508/Contact', 'method': 'GET'}]}"
107,Edward Miliband,1510,Labour,"{'value': {'id': 1510, 'nameListAs': 'Miliband, Edward', 'nameDisplayAs': 'Edward Miliband', 'nameFullTitle': 'Rt Hon Edward Miliband MP', 'nameAddressAs': 'Edward Miliband', 'latestParty': {'id': 15, 'name': 'Labour', 'abbreviation': 'Lab', 'backgroundColour': 'ff0000', 'foregroundColour': 'ffffff', 'isLordsMainParty': True, 'isLordsSpiritualParty': False, 'governmentType': 3, 'isIndependentParty': False}, 'gender': 'M', 'latestHouseMembership': {'membershipFrom': 'Doncaster North', 'membershipFromId': 3449, 'house': 1, 'membershipStartDate': '2005-05-05T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/1510/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/1510', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/1510', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/1510/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/1510/Contact', 'method': 'GET'}]}"
108,David Mundell,1512,Conservative,"{'value': {'id': 1512, 'nameListAs': 'Mundell, David', 'nameDisplayAs': 'David Mundell', 'nameFullTitle': 'Rt Hon David Mundell MP', 'nameAddressAs': 'David Mundell', 'latestParty': {'id': 4, 'name': 'Conservative', 'abbreviation': 'Con', 'backgroundColour': '0000ff', 'foregroundColour': 'ffffff', 'isLordsMainParty': True, 'isLordsSpiritualParty': True, 'governmentType': 0, 'isIndependentParty': False}, 'gender': 'M', 'latestHouseMembership': {'membershipFrom': 'Dumfriesshire, Clydesdale and Tweeddale', 'membershipFromId': 914, 'house': 1, 'membershipStartDate': '2005-05-05T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/1512/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/1512', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/1512', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/1512/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/1512/Contact', 'method': 'GET'}]}"
109,Stewart Hosie,1514,Scottish National Party,"{'value': {'id': 1514, 'nameListAs': 'Hosie, Stewart', 'nameDisplayAs': 'Stewart Hosie', 'nameFullTitle': 'Rt Hon Stewart Hosie MP', 'nameAddressAs': 'Stewart Hosie', 'latestParty': {'id': 29, 'name': 'Scottish National Party', 'abbreviation': 'SNP', 'backgroundColour': 'fcf28f', 'foregroundColour': '000000', 'isLordsMainParty': False, 'isLordsSpiritualParty': False, 'governmentType': None, 'isIndependentParty': False}, 'gender': 'M', 'latestHouseMembership': {'membershipFrom': 'Dundee East', 'membershipFromId': 922, 'house': 1, 'membershipStartDate': '2005-05-05T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/1514/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/1514', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/1514', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/1514/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/1514/Contact', 'method': 'GET'}]}"
110,Andy Slaughter,1516,Labour,"{'value': {'id': 1516, 'nameListAs': 'Slaughter, Andy', 'nameDisplayAs': 'Andy Slaughter', 'nameFullTitle': 'Andy Slaughter MP', 'nameAddressAs': 'Andy Slaughter', 'latestParty': {'id': 15, 'name': 'Labour', 'abbreviation': 'Lab', 'backgroundColour': 'ff0000', 'foregroundColour': 'ffffff', 'isLordsMainParty': True, 'isLordsSpiritualParty': False, 'governmentType': 3, 'isIndependentParty': False}, 'gender': 'M', 'latestHouseMembership': {'membershipFrom': 'Hammersmith', 'membershipFromId': 3512, 'house': 1, 'membershipStartDate': '2005-05-05T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/1516/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/1516', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/1516', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/1516/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/1516/Contact', 'method': 'GET'}]}"
111,Mr Mark Harper,1520,Conservative,"{'value': {'id': 1520, 'nameListAs': 'Harper, Mr Mark', 'nameDisplayAs': 'Mr Mark Harper', 'nameFullTitle': 'Rt Hon Mark Harper MP', 'nameAddressAs': 'Mr Harper', 'latestParty': {'id': 4, 'name': 'Conservative', 'abbreviation': 'Con', 'backgroundColour': '0000ff', 'foregroundColour': 'ffffff', 'isLordsMainParty': True, 'isLordsSpiritualParty': True, 'governmentType': 0, 'isIndependentParty': False}, 'gender': 'M', 'latestHouseMembership': {'membershipFrom': 'Forest of Dean', 'membershipFromId': 3489, 'house': 1, 'membershipStartDate': '2005-05-05T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/1520/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/1520', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/1520', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/1520/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/1520/Contact', 'method': 'GET'}]}"
112,Mrs Sharon Hodgson,1521,Labour,"{'value': {'id': 1521, 'nameListAs': 'Hodgson, Mrs Sharon', 'nameDisplayAs': 'Mrs Sharon Hodgson', 'nameFullTitle': 'Mrs Sharon Hodgson MP', 'nameAddressAs': 'Mrs Hodgson', 'latestParty': {'id': 15, 'name': 'Labour', 'abbreviation': 'Lab', 'backgroundColour': 'ff0000', 'foregroundColour': 'ffffff', 'isLordsMainParty': True, 'isLordsSpiritualParty': False, 'governmentType': 3, 'isIndependentParty': False}, 'gender': 'F', 'latestHouseMembership': {'membershipFrom': 'Washington and Sunderland West', 'membershipFromId': 3832, 'house': 1, 'membershipStartDate': '2005-05-05T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/1521/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/1521', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/1521', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/1521/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/1521/Contact', 'method': 'GET'}]}"
113,Adam Holloway,1522,Conservative,"{'value': {'id': 1522, 'nameListAs': 'Holloway, Adam', 'nameDisplayAs': 'Adam Holloway', 'nameFullTitle': 'Adam Holloway MP', 'nameAddressAs': 'Adam Holloway', 'latestParty': {'id': 4, 'name': 'Conservative', 'abbreviation': 'Con', 'backgroundColour': '0000ff', 'foregroundColour': 'ffffff', 'isLordsMainParty': True, 'isLordsSpiritualParty': True, 'governmentType': 0, 'isIndependentParty': False}, 'gender': 'M', 'latestHouseMembership': {'membershipFrom': 'Gravesham', 'membershipFromId': 3501, 'house': 1, 'membershipStartDate': '2005-05-05T00:00:00', 'membershipEndDate': None, 'membershipEndReason': None, 'membershipEndReasonNotes': None, 'membershipEndReasonId': None, 'membershipStatus': {'statusIsActive': True, 'statusDescription': 'Current Member', 'statusNotes': None, 'statusId': 0, 'status': 0, 'statusStartDate': '2019-12-12T00:00:00'}}, 'thumbnailUrl': 'https://members-api.parliament.uk/api/Members/1522/Thumbnail'}, 'links': [{'rel': 'self', 'href': '/Members/1522', 'method': 'GET'}, {'rel': 'overview', 'href': '/Members/1522', 'method': 'GET'}, {'rel': 'synopsis', 'href': '/Members/1522/Synopsis', 'method': 'GET'}, {'rel': 'contactInformation', 'href': '/Members/1522/Contact', 'method': 'GET'}]}"
